journal,impact,Access,note,article,downloads
nature communications,12.353,Immediately open access,NA,25562,510
nature communications,12.353,Immediately open access,NA,16085,507
nature communications,12.353,Immediately open access,NA,14953,506
nature communications,12.353,Immediately open access,NA,22491,505
nature communications,12.353,Immediately open access,NA,22583,505
nature communications,12.353,Immediately open access,NA,14105,503
nature communications,12.353,Immediately open access,NA,14440,501
nature communications,12.353,Immediately open access,NA,9253,501
nature communications,12.353,Immediately open access,NA,7307,500
nature communications,12.353,Immediately open access,NA,15111,498
nature communications,12.353,Immediately open access,NA,11332,493
nature communications,12.353,Immediately open access,NA,21050,490
nature communications,12.353,Immediately open access,NA,24874,490
nature communications,12.353,Immediately open access,NA,13131,489
nature communications,12.353,Immediately open access,NA,20022,487
nature communications,12.353,Immediately open access,NA,11356,487
nature communications,12.353,Immediately open access,NA,11523,485
nature communications,12.353,Immediately open access,NA,18841,483
nature communications,12.353,Immediately open access,NA,28831,482
nature communications,12.353,Immediately open access,NA,18170,481
nature communications,12.353,Immediately open access,NA,31061,481
nature communications,12.353,Immediately open access,NA,14608,479
nature communications,12.353,Immediately open access,NA,27188,474
nature communications,12.353,Immediately open access,NA,6485,474
nature communications,12.353,Immediately open access,NA,15084,473
nature communications,12.353,Immediately open access,NA,11463,472
nature communications,12.353,Immediately open access,NA,28294,472
nature communications,12.353,Immediately open access,NA,7898,471
nature communications,12.353,Immediately open access,NA,23946,470
nature communications,12.353,Immediately open access,NA,30970,462
nature communications,12.353,Immediately open access,NA,9277,459
nature communications,12.353,Immediately open access,NA,28864,459
nature communications,12.353,Immediately open access,NA,11271,458
nature communications,12.353,Immediately open access,NA,14725,450
nature communications,12.353,Immediately open access,NA,18134,446
nature communications,12.353,Immediately open access,NA,15864,444
nature communications,12.353,Immediately open access,NA,9790,443
nature communications,12.353,Immediately open access,NA,16371,443
nature communications,12.353,Immediately open access,NA,22868,441
nature communications,12.353,Immediately open access,NA,15547,439
nature communications,12.353,Immediately open access,NA,1469,438
nature communications,12.353,Immediately open access,NA,9729,436
nature communications,12.353,Immediately open access,NA,23736,436
nature communications,12.353,Immediately open access,NA,31225,434
nature communications,12.353,Immediately open access,NA,10460,432
nature communications,12.353,Immediately open access,NA,30693,430
nature communications,12.353,Immediately open access,NA,20911,425
nature communications,12.353,Immediately open access,NA,27076,424
nature communications,12.353,Immediately open access,NA,7401,423
nature communications,12.353,Immediately open access,NA,15618,423
nature communications,12.353,Immediately open access,NA,22898,422
nature communications,12.353,Immediately open access,NA,7970,420
nature communications,12.353,Immediately open access,NA,19768,418
nature communications,12.353,Immediately open access,NA,22832,413
nature communications,12.353,Immediately open access,NA,23853,410
nature communications,12.353,Immediately open access,NA,30352,408
nature communications,12.353,Immediately open access,NA,6945,407
nature communications,12.353,Immediately open access,NA,19634,407
nature communications,12.353,Immediately open access,NA,9764,405
nature communications,12.353,Immediately open access,NA,21349,404
nature communications,12.353,Immediately open access,NA,6915,403
nature communications,12.353,Immediately open access,NA,21735,400
nature communications,12.353,Immediately open access,NA,14930,399
nature communications,12.353,Immediately open access,NA,11323,396
nature communications,12.353,Immediately open access,NA,9914,396
nature communications,12.353,Immediately open access,NA,21959,396
nature communications,12.353,Immediately open access,NA,8775,394
nature communications,12.353,Immediately open access,NA,23711,394
nature communications,12.353,Immediately open access,NA,22500,393
nature communications,12.353,Immediately open access,NA,18542,393
nature communications,12.353,Immediately open access,NA,9657,391
nature communications,12.353,Immediately open access,NA,6490,391
nature communications,12.353,Immediately open access,NA,12974,390
nature communications,12.353,Immediately open access,NA,23183,390
nature communications,12.353,Immediately open access,NA,11014,389
nature communications,12.353,Immediately open access,NA,29509,389
nature communications,12.353,Immediately open access,NA,30592,388
nature communications,12.353,Immediately open access,NA,22696,388
nature communications,12.353,Immediately open access,NA,30506,387
nature communications,12.353,Immediately open access,NA,4182,386
nature communications,12.353,Immediately open access,NA,7137,386
nature communications,12.353,Immediately open access,NA,9236,382
nature communications,12.353,Immediately open access,NA,24670,381
nature communications,12.353,Immediately open access,NA,30759,377
nature communications,12.353,Immediately open access,NA,10705,375
nature communications,12.353,Immediately open access,NA,7227,374
nature communications,12.353,Immediately open access,NA,25086,374
nature communications,12.353,Immediately open access,NA,6940,373
nature communications,12.353,Immediately open access,NA,14834,371
nature communications,12.353,Immediately open access,NA,15566,369
nature communications,12.353,Immediately open access,NA,6626,367
nature communications,12.353,Immediately open access,NA,9579,366
nature communications,12.353,Immediately open access,NA,22658,365
nature communications,12.353,Immediately open access,NA,28898,365
nature communications,12.353,Immediately open access,NA,27474,365
nature communications,12.353,Immediately open access,NA,28889,364
nature communications,12.353,Immediately open access,NA,15090,358
nature communications,12.353,Immediately open access,NA,5889,357
nature communications,12.353,Immediately open access,NA,1482,356
nature communications,12.353,Immediately open access,NA,11513,354
nature communications,12.353,Immediately open access,NA,7474,353
nature communications,12.353,Immediately open access,NA,3921,352
nature communications,12.353,Immediately open access,NA,1355,352
nature communications,12.353,Immediately open access,NA,7183,349
nature communications,12.353,Immediately open access,NA,22942,348
nature communications,12.353,Immediately open access,NA,6529,347
nature communications,12.353,Immediately open access,NA,12872,346
nature communications,12.353,Immediately open access,NA,31975,346
nature communications,12.353,Immediately open access,NA,24016,344
nature communications,12.353,Immediately open access,NA,21463,343
nature communications,12.353,Immediately open access,NA,5905,341
nature communications,12.353,Immediately open access,NA,1450,340
nature communications,12.353,Immediately open access,NA,14572,340
nature communications,12.353,Immediately open access,NA,26054,340
nature communications,12.353,Immediately open access,NA,27234,338
nature communications,12.353,Immediately open access,NA,29479,335
nature communications,12.353,Immediately open access,NA,13760,335
nature communications,12.353,Immediately open access,NA,14617,331
nature communications,12.353,Immediately open access,NA,26829,330
nature communications,12.353,Immediately open access,NA,25283,329
nature communications,12.353,Immediately open access,NA,22009,329
nature communications,12.353,Immediately open access,NA,25169,327
nature communications,12.353,Immediately open access,NA,19680,326
nature communications,12.353,Immediately open access,NA,29445,323
nature communications,12.353,Immediately open access,NA,30811,322
nature communications,12.353,Immediately open access,NA,22238,322
nature communications,12.353,Immediately open access,NA,14660,322
nature communications,12.353,Immediately open access,NA,23685,321
nature communications,12.353,Immediately open access,NA,15323,320
nature communications,12.353,Immediately open access,NA,11431,319
nature communications,12.353,Immediately open access,NA,13677,317
nature communications,12.353,Immediately open access,NA,27383,316
nature communications,12.353,Immediately open access,NA,22161,315
nature communications,12.353,Immediately open access,NA,6406,313
nature communications,12.353,Immediately open access,NA,23879,311
nature communications,12.353,Immediately open access,NA,11274,310
nature communications,12.353,Immediately open access,NA,19922,309
nature communications,12.353,Immediately open access,NA,30630,309
nature communications,12.353,Immediately open access,NA,10784,305
nature communications,12.353,Immediately open access,NA,22743,301
nature communications,12.353,Immediately open access,NA,11477,299
nature communications,12.353,Immediately open access,NA,9744,299
nature communications,12.353,Immediately open access,NA,22547,298
nature communications,12.353,Immediately open access,NA,25799,296
nature communications,12.353,Immediately open access,NA,6043,295
nature communications,12.353,Immediately open access,NA,19744,294
nature communications,12.353,Immediately open access,NA,24420,292
nature communications,12.353,Immediately open access,NA,19737,292
